EMDB ID,Resolution (Angstrom),FittedPDBs,PDBvolnoGMM,Multiplier,,PDBvol50,PDBvol100,PDBvol150,PDBvol200,EMvol50,EMvol100,EMvol150,EMvol200,PDBvol50wmult,PDBvol100wmult,PDBvol150wmult,PDBvol200wmult
emd_0313,4.3,6hz7,601313.9885,1,6hz7,586424.56,603106.25,603863.62,602053.31,470843.41,428758.34,379579.75,342249.19,586424.56,603106.25,603863.62,602053.31
emd_0314,4.3,6hz8,604636.278,1,6hz8,592506.94,602532.75,605264.56,606303.88,473202.94,432281.31,386082.75,355822.09,592506.94,602532.75,605264.56,606303.88
emd_0315,4.8,6hz9,597486.7432,1,6hz9,589468.62,603871.88,603598.06,603848.31,490271.22,434084.06,376091.91,337433.34,589468.62,603871.88,603598.06,603848.31
emd_0327,3.4,6i1y,956265.0025,1,6i1y,1117598.38,1106307.25,1074509.62,1061812.25,809103.69,747098.19,730548.69,712522.56,1117598.38,1106307.25,1074509.62,1061812.25
emd_9653,3.2,6ifk,334959.0896,1,6ifk,352823.09,352375.31,349084.16,344412.81,258062.11,248171.45,235631.52,225313.88,352823.09,352375.31,349084.16,344412.81
emd_9660,3.37,6ig0,336924.2859,1,6ig0,353684.53,354773.84,348809.03,345359.19,253107.17,232619.88,219166.45,207025.59,353684.53,354773.84,348809.03,345359.19
emd_9748,3.47,6iy2,273363.574,1,6iy2,328112.97,314372.72,300726.84,293272.47,215316.53,199395.2,187980.31,181660.45,328112.97,314372.72,300726.84,293272.47
emd_9749,3.67,6iy3,273408.9359,1,6iy3,327263.38,316475.97,305206.38,295580.44,207801.31,190563.25,180001.83,172955.64,327263.38,316475.97,305206.38,295580.44
emd_9792,4.02,6jbq,505119.6758,1,6jbq,531495.19,531615.81,527467.62,518038.28,385643.53,369992.25,354731.19,332997.03,531495.19,531615.81,527467.62,518038.28
emd_9843,7.3,6jm9,215745.345,1,6jm9,232016.16,220634.11,215002.05,210649.41,174528.48,166035.72,162650.44,163464.72,232016.16,220634.11,215002.05,210649.41
emd_9844,6.8,6jma,221781.2685,1,6jma,241215.97,231547.02,225965.12,222547.47,172677.22,150598.33,138270.91,136190.94,241215.97,231547.02,225965.12,222547.47
emd_9101,4.4,6mdn,611476.3441,1,6mdn,665446.31,688966.81,692288.38,690352.12,516130.06,499773.56,475603.03,446894.69,665446.31,688966.81,692288.38,690352.12
emd_9104,3.47,6mdr,521059.6717,1,6mdr,514029.44,537123.31,538681.06,535051.56,417899.75,418732.56,417330.78,415777.66,514029.44,537123.31,538681.06,535051.56
emd_9139,3.5,6mlm,282909.644,1,6mlm,284814.5,287914.28,286840.47,286358.62,158719.25,146467.28,141936.09,128867.05,284814.5,287914.28,286840.47,286358.62
emd_9191,3.4,6mpu,422709.3382,1,6mpu,484671.19,487722.59,480359.97,475929.31,394831.47,383711.84,368544.75,355701.16,484671.19,487722.59,480359.97,475929.31
emd_9317,5.16,6n1q,497349.9631,1,6n1q,608567.75,598155.19,593610.25,584919,556990.38,529449.62,507221.5,480062,608567.75,598155.19,593610.25,584919
emd_9318,4,6n1r,785906.9775,1,6n1r,876629.81,866806.75,877425.62,871301.38,717742.62,684326.5,667222.56,651073.88,876629.81,866806.75,877425.62,871301.38
emd_0407,2.8,6nbc,739278.9866,1,6nbc,58081.83,56094.94,54559.39,52737.64,31964.96,28179.32,23743.1,20685.86,58081.83,56094.94,54559.39,52737.64
emd_0408,3.2,6nbd,669769.2935,1,6nbd,59909.83,56955.75,54092.61,53344.87,32550.1,27619.87,23542.26,19336.08,59909.83,56955.75,54092.61,53344.87
emd_9382,3.34,6niy,133997.3628,1,6niy,130792.77,130166.95,126587.82,124901.77,120785.28,113019.88,106135.69,101893.66,130792.77,130166.95,126587.82,124901.77
emd_0452,3.7,6nmi,426753.8808,1,6nmi,479802.72,480221.06,477405.47,471609.59,376954.47,358156.06,346684.06,334184.75,479802.72,480221.06,477405.47,471609.59
emd_20143,2.9,6oo3,320507.8088,1,6oo3,352744.59,346236.16,340608.62,335079.88,266840.75,255271.52,248991.52,245477.41,352744.59,346236.16,340608.62,335079.88
emd_20145,3.3,6oo4,328066.412,1,6oo4,360689.56,353764.66,346941.97,341143.69,252862.7,241239.81,230863.7,225433.7,360689.56,353764.66,346941.97,341143.69
emd_20146,4.2,6oo5,305362.5427,1,6oo5,357474.22,346130.25,330745.31,323322.88,306710.53,256924.5,230712.16,214501.12,357474.22,346130.25,330745.31,323322.88
emd_5100,6.8,3ixv,1048987.251,1,3ixv,1054126.88,1073611.38,1085486.62,1083188.5,2059024.75,2030773.12,2000096.62,1939561.75,1054126.88,1073611.38,1085486.62,1083188.5
emd_5101,8,3ixw,1047904.083,1,3ixw,1184237,1203969.75,1195870.62,1189907.5,2310098,2163573,1987517.38,1836127.75,1184237,1203969.75,1195870.62,1189907.5
emd_6314,3.2,3j7b,295362.5674,4,3j7b,268211.91,266021.53,261477.91,258006.08,922813.19,925549.19,921986.62,917035.25,1072847.64,1064086.12,1045911.64,1032024.32
emd_3062,4.5,5a6e,100964.6801,4,5a6e,109124.07,106001.04,104855.44,103149.09,475119.25,439509.84,390145.06,362317.78,436496.28,424004.16,419421.76,412596.36
emd_3063,4.2,5a6f,81214.41068,4,5a6f,72486.48,72316.2,69206.28,65201.09,304201.62,256046.33,219917.28,199623.06,289945.92,289264.8,276825.12,260804.36
emd_8166,6.3,5jm0,131959.108,4,5jm0,134065.36,128604.11,125068.06,120113.71,474039.94,388551.53,326974.19,300900.78,536261.44,514416.44,500272.24,480454.84
emd_8215,3.78,5k7l,101688.4135,4,5k7l,128053.96,122145.45,119044.52,116966.55,414285,374774.56,342227.16,319379.28,512215.84,488581.8,476178.08,467866.2
emd_8410,3.5,5tj6,122701.605,4,5tj6,138037.5,136253.67,134106.48,132859.36,440135.06,411549.66,372513.56,343449.94,552150,545014.68,536425.92,531437.44
emd_8414,3.8,5tji,122070.5023,4,5tji,141571.64,136658.41,134307.97,132534.84,384411.44,348841.31,316893.56,294796.47,566286.56,546633.64,537231.88,530139.36
emd_2993,7.6,5a20,190499.826,6,5a20,227045.42,215847.69,210647.58,207441.81,1770946.12,1592664,1498699,1403006.25,1362272.52,1295086.14,1263885.48,1244650.86
emd_2994,7.2,5a21,189780.0311,6,5a21,221080.34,211942.17,207709.03,203478.45,1633379.62,1537755.25,1456984.38,1356194.5,1326482.04,1271653.02,1246254.18,1220870.7
emd_6224,2.9,3j9c,53352.9194,7,3j9c,67335.26,64510.64,63099.73,60841.53,305370.59,301092.72,294429.41,287264.03,471346.82,451574.48,441698.11,425890.71
emd_8072,3.37,5i68,89229.47515,8,5i68,81637.45,78899.07,75603.16,71044.35,582252.88,581743.62,568562.12,554431.94,653099.6,631192.56,604825.28,568354.8
emd_2681,7.5,4upf,30952.50686,10,4upf,92772.85,88846.08,87828.45,87680.04,794218.88,709221.12,682926.06,668156.5,927728.5,888460.8,878284.5,876800.4
emd_3204,6.1,5fkx,53862.02872,10,5fkx,63678.77,54796.29,52013.19,50570.59,826984.12,736044.12,638017.5,571431.81,636787.7,547962.9,520131.9,505705.9
emd_3205,6.1,5fkz,53856.03023,10,5fkz,62996.14,54142.67,50612.46,49662.48,900047.62,865431.19,766996.06,689646.19,629961.4,541426.7,506124.6,496624.8
emd_3206,6.2,5fl2,61858.03957,10,5fl2,84610.14,72374.59,69878.59,68108.84,844109.31,713302.5,624170.88,578373.81,846101.4,723745.9,698785.9,681088.4
emd_2441,8.6,4c3g,37879.02308,11,4c3g,32968.5,34148.18,34045.21,31821.61,1200207.25,1134076.38,1121977.75,1120198.38,362653.5,375629.98,374497.31,350037.71
emd_2513,3.36,4ci0,118727.545,12,4ci0,113753.09,111007.8,108810.02,105979.63,1064768,1084044.38,1097548.88,1091507,1365037.08,1332093.6,1305720.24,1271755.56
emd_4179,4.1,6f3k,464171.2814,12,6f3k,38950.2,38045.52,35575.64,33639.47,416757.94,423535,408603.16,386589.19,467402.4,456546.24,426907.68,403673.64
emd_2098,8.2,4atx,154432.3076,14,4atx,143582.91,143193.66,140504.48,138649.28,3236346.25,3262146.5,3187354.25,3120795.75,2010160.74,2004711.24,1967062.72,1941089.92
emd_6425,4.1,3jd6,22962.783,16,3jd6,18664.92,16143.22,13910.41,13433.2,339444.81,279658.88,253753.17,233456,298638.72,258291.52,222566.56,214931.2
emd_5890,9.6,3j6c,24684,24,3j6c,7633.77,6320.75,5903.13,5972.56,422085.25,439941.5,448865.62,456504.72,183210.48,151698,141675.12,143341.44
emd_1448,8.8,3b8k,27887.97892,100,3b8k,23681.61,21703.77,20801.79,20083.57,2268012,2029561.12,1905846.75,1827945.12,2368161,2170377,2080179,2008357
emd_8191,2.8,5k0z,175892.7871,1,5k0z,151590.16,151030.95,148280.17,143878.67,88544.57,70984.31,64567.89,62628.38,151590.16,151030.95,148280.17,143878.67
emd_5223,8.6,3iz0,202582.7335,39,3iz0,209813.52,206422.61,206863.56,202737.31,10805728,9814437,9388537,8929553,8182727.28,8050481.79,8067678.84,7906755.09
emd_6187,5,3j8x,160463.1439,42,3j8x,151352.16,148947.78,144719.7,143435.88,5852245,5564636.5,5456361,5374605,6356790.72,6255806.76,6078227.4,6024306.96
emd_6188,5,3j8y,161894.875,42,3j8y,151434.42,148333.03,146367.97,142895.08,5737796,5403996.5,5331611,5194130.5,6360245.64,6229987.26,6147454.74,6001593.36
emd_8015,3.1,5gaq,351120.5863,1,5gaq,337508.91,344708.5,341316.31,335873.47,247013.75,245086.78,236006.75,230601.39,337508.91,344708.5,341316.31,335873.47
emd_8185,3.9,5jzh,782221.9221,1,5jzh,849417.94,840718.25,847892.25,847343.19,658734.56,653844,638005.88,625977.81,849417.94,840718.25,847892.25,847343.19
emd_8187,7.4,5jzt,375987.215,1,5jzt,442121.56,437641.44,427296.25,421386.47,414427.16,365985.44,348185.62,341327.34,442121.56,437641.44,427296.25,421386.47
emd_8188,4.46,5jzw,713251.7099,1,5jzw,782955.12,783257.5,779028.12,778974.81,669415.62,664600.75,640850.62,616257.81,782955.12,783257.5,779028.12,778974.81
emd_8623,4.1,5uz7,131120.7184,1,5uz7,129704.73,126833.38,123966.73,120189.77,95650.39,80770.38,74658.84,67852.23,129704.73,126833.38,123966.73,120189.77
emd_7009,3.7,6ave,164451.5123,1,6ave,167742.8,163409.81,159398.41,156969.75,123417.96,112046.99,101976.4,94475.12,167742.8,163409.81,159398.41,156969.75
emd_7118,4,6bo4,300652.6303,1,6bo4,363439.16,344748.75,333863.12,326765.19,278417.97,241426.56,219086.62,209067.38,363439.16,344748.75,333863.12,326765.19
emd_7119,3.6,6bo5,284790.2885,1,6bo5,337877.47,319972.19,310075.06,303219.12,213767.78,178360.89,163714.81,156320.94,337877.47,319972.19,310075.06,303219.12
emd_4282,4.5,6fn4,223018.5271,1,6fn4,244801.88,238006.39,234879.31,231596.11,217028.84,209404.34,202456.73,195780.09,244801.88,238006.39,234879.31,231596.11
emd_9112,3.1,6mgv,168054.73,1,6mgv,168061.11,167104.22,165258.44,163775.52,133999.75,129271.24,124891.73,121405.74,168061.11,167104.22,165258.44,163775.52
emd_9113,3.5,6mgw,170649.6518,1,6mgw,172610.88,172948.17,170385.14,166766.22,118876.82,103108.91,99461.1,93482.29,172610.88,172948.17,170385.14,166766.22
emd_0500,3.4,6nt3,189328.7777,1,6nt3,190884.81,185476.36,182587.66,180416.44,162917.08,148633.3,136814.5,131693.95,190884.81,185476.36,182587.66,180416.44
emd_0501,3.5,6nt4,207464.11,1,6nt4,214582.86,208169.28,204234.73,200570.27,139004.77,123336.57,116554.84,108529.41,214582.86,208169.28,204234.73,200570.27
